"","data_id","iso","event_id_cnty","event_id_no_cnty","event_date","year","time_precision","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","timeseries"
"619",7585802,729,"SUD14727",14727,"27 January 2021",2021,2,"Protests","Protest with intervention","Protesters (Sudan)","Resistance Committees (Sudan)",6,"Military Forces of Sudan (2019-) Abu Tira",NA,1,16,"Northern Africa","Sudan","Khartoum","Jebel Awlia",NA,"Jabal Aulia",15.251,32.5214,1,"Radio Dabanga","National","Around 27 January 2021, demonstrators (including Resistance Committee members) gathered once again in Jabal Aulia (Jabal Aulia, Khartoum state), as part of nation-wide demonstrations against soaring bread and fuel prices. Central Reserve Police (a.k.a. Abu Tira) were reported to have beaten demonstrators with whips. [size=no report]",0,1618491464,"SDN",2021-01-27
"620",7585805,729,"SUD14726",14726,"27 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","NCP: National Congress Party",6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Madeinat Al Gedaref",NA,"Gedaref",14.0479,35.3884,1,"Radio Dabanga","National","On 27 January 2021, residents of El Batuna locality and supporters of the outlawed NCP protested in Gedaref (Gedaref, Gedaref state) to demonstrate against the removal of 'Empowerment' privileges awarded to loyalists during the Bashir regime. [size=no report]",0,1618491464,"SDN",2021-01-27
"621",7585561,729,"SUD14734",14734,"27 January 2021",2021,1,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Miners (Sudan)",7,37,"Northern Africa","Sudan","South Darfur","Al Radoum",NA,"Songo",9.8039,24.3516,2,"Ayin Network","National","On 27 January 2021, unknown gunmen killed three gold miners and stole their property, at Agbash gold mine close to Songo in El Radoom locality (South Darfur state).",3,1618491465,"SDN",2021-01-27
"622",7722062,729,"SUD14735",14735,"27 January 2021",2021,1,"Battles","Armed clash","Military Forces of Sudan (2019-)",NA,1,"Police Forces of Sudan (2019-)",NA,1,11,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Al Rakoba; Sudan News Agency; Radio Dabanga","National","On 27 January 2021, SAF personnel clashed with police at a market in Wad Medani (Wad Medani, El Gazira state), after an incident at a fuel station earlier that day resulting in a solider being beaten and arrested and he threatened police with a knife. The soldier's colleagues mobilized and attacked police using hand weapons, wounding eight.",0,1618491474,"SDN",2021-01-27
"623",7967603,729,"SUD14802",14802,"27 January 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Katur",13.1449,24.686,1,"Ayin Network","National","Around 27 January 2021 (week of), IDPs blocked the main road through Katur (Tawilla locality, North Darfur state) using unspecified means, to denounce recent violence in and around the area of East Jebel Marrah and Tawilla localities. After three weeks, the road was reopened by demonstrators. [size=no report]",0,1620691927,"SDN",2021-01-27
"624",7585402,729,"SUD14733",14733,"27 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","NCP: National Congress Party",6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Sinkat",NA,"Sinkat",18.8353,36.8338,1,"Al Rakoba; Radio Dabanga","National","On 27 January 2021, supporters of the outlawed NCP blocked a main road (through unspecified means) in Sinkat (Sinkat, Red Sea state), in protest at efforts at removing 'Empowerment' privileges awarded to loyalists during the Bashir regime. The protest lasted until 29 January. [size=no report]",0,1612212404,"SDN",2021-01-27
"625",8380122,729,"SUD14725",14725,"27 January 2021",2021,1,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Refugees/IDPs (Sudan); Fur Ethnic Group (Sudan)",7,47,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Dobo Umda",13.1526,24.7512,1,"IOM","Other","On 27 January 2021, Arab-identified pastoralists attacked Fur civilians (including civilians who had recently been displaced) at water source at Dobo Umda in Dar El Salam locality (North Darfur state). There are no reports of injuries, though many (including the IDPs) have fled the area for Katur.",0,1626129974,"SDN",2021-01-27
"626",7585537,729,"SUD14724",14724,"25 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman",15.6573,32.4739,1,"Al Rakoba","National","On 25 January 2021, demonstrators gathered once again in Omdurman (Umm Badda, Khartoum), to denounce increases in the price of fuel and bread. The protesters blocked roads, though through unspecified means. [size=no report]",0,1618491594,"SDN",2021-01-25
"627",7585540,729,"SUD14723",14723,"25 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Farmers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Halfa Aj Jadeedah",NA,"New Halfa",15.3269,35.6081,1,"Al Rakoba","National","On 25 January 2021, farmers demonstrated in New Halfa (Halfa El Jadeeda, Kassala state), protesting against the withdrawal of benefits received through the 'Empowerment' programme of the Bashir regime; for the restructuring of the local administration of New Halfa; and for contracts with private companies to be reviewed. [size=no report]",0,1618491596,"SDN",2021-01-25
"628",7585541,729,"SUD14719",14719,"25 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Jebel Awlia",NA,"Al Kalakla",15.4678,32.4856,1,"Al Rakoba","National","On 25 January 2021, massive demonstrations took place in Al Kalakla (Jabal Aulia, Khartoum state), to denounce increases in the price of fuel and bread. [size=massive]",0,1618491596,"SDN",2021-01-25
"629",7661891,729,"SUD14742",14742,"25 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Darfur Communal Militia (Sudan)",NA,4,"Civilians (Sudan)","Refugees/IDPs (Sudan)",7,47,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Burro",13.0672,24.1285,2,"Al Rakoba","National","On 25 January 2021, Darfur communal militiamen abducted an IDP from the area of Nertiti North IDP camp close to Burro (Central Darfur state). There is no further information.",0,1618491610,"SDN",2021-01-25
"630",7585632,729,"SUD14722",14722,"25 January 2021",2021,1,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Women (Sudan)",7,37,"Northern Africa","Sudan","West Darfur","Sirba",NA,"Kondobei",13.6566,22.4949,2,"Darfur 24","National","On 25 January 2021, unknown attackers fired upon a vehicle in the Kondobei area of El Geneina locality (West Darfur), wounding three female occupants. There is no further information.",0,1618491614,"SDN",2021-01-25
"631",7585400,729,"SUD14720",14720,"25 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Students (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","North Darfur","Al Fasher",NA,"El Fasher",13.6264,25.3559,1,"Al Rakoba; Radio Dabanga","National","On 25 January 2021, hundreds of students demonstrated in El Fasher (El Fasher, North Darfur state), in opposition to shortages of bread; excessive transportation costs; and an increasingly dysfunctional education system. [size=hundreds]",0,1618491618,"SDN",2021-01-25
"632",7585401,729,"SUD14721",14721,"25 January 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)","Resistance Committees (Sudan)",5,"Police Forces of Sudan (2019-)",NA,1,15,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba; Radio Dabanga","National","On 25 January 2021, demonstrators (including the resistance committee members) gathered once again in Khartoum, to denounce increases in the price of fuel and bread, and shortages of basic goods. Demonstrators barricaded the roads and burned tires; police fired tear gas to disperse demonstrators. [size=no report]",0,1612212404,"SDN",2021-01-25
"633",7585539,729,"SUD14717",14717,"24 January 2021",2021,2,"Battles","Armed clash","Military Forces of Sudan (2019-)",NA,1,"Amhara Ethnic Militia (Ethiopia)",NA,4,14,"Northern Africa","Sudan","Gedaref","Galabat Ash-Shargiah",NA,"Sundus",13.3086,36.0237,2,"Al Rakoba","National","Around 24 January 2021, SAF soldiers clashed with Amhara militia in the Sundus area of Eastern El Galabat locality (Gedaref state). There were no casualties or fatalities.",0,1618491648,"SDN",2021-01-24
"634",7585542,729,"SUD14708",14708,"24 January 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,NA,NA,0,50,"Northern Africa","Sudan","Khartoum","Jebel Awlia",NA,"Jabal Aulia",15.251,32.5214,1,"Al Rakoba","National","On 24 January 2021, demonstrators gathered in Jabal Aulia (Jabal Aulia, Khartoum state), to denounce increases in the price of fuel and bread, and shortages of basic goods. Demonstrators burned tires in the main roads. [size=no report]",0,1618491648,"SDN",2021-01-24
"635",7585806,729,"SUD14716",14716,"24 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Galaa Al Nahal",NA,"Qala El Nahal",13.6332,34.9474,1,"Radio Dabanga","National","On 24 January 2021, protesters gathered in Qala El Nahal (Qala El Nahal, Gedaref state), to denounce the marginalization of the area. [size=no report]",0,1618491649,"SDN",2021-01-24
"636",7585810,729,"SUD14712",14712,"24 January 2021",2021,1,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Fur Ethnic Group (Sudan)",7,47,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Mara",13.1134,24.6649,1,"Radio Dabanga","National","On 24 January 2021, Arab-identified pastoralists attacked ethnic Fur civilians in Mara in Tawila locality (North Darfur state), torching the village. It is not clear how many were killed in the attack, though 11 people were killed (including 6 in Faluja) and dozens injured and missing in a series of attacks in the area (5 fatalities distributed across 3 events). Over 3,000 people have been displaced due to attacks in the area.",2,1618491649,"SDN",2021-01-24
"637",7585811,729,"SUD14706",14706,"24 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","North Kordofan","Sheikan",NA,"El Obeid",13.1842,30.2167,1,"Radio Dabanga","National","On 24 January 2021, demonstrators gathered in El Obeid (North Kordofan state), to denounce increases in the price of fuel and bread. [size=no report]",0,1618491650,"SDN",2021-01-24
"638",7585812,729,"SUD14704",14704,"24 January 2021",2021,1,"Battles","Armed clash","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,24,"Northern Africa","Sudan","South Darfur","Sharg Aj Jabal",NA,"Deribat",13.081,24.5221,1,"Radio Dabanga","National","On 24 January 2021, SLM/A Nur rebels clashed with armed pastoralists at Deribat in Sharg Jabel Marra locality (South Darfur state). Three rebels were killed between this clash and another in Kebe (fatalities distributed across two events); it is not specified whether there casualties or fatalities on the side of pastoralist militia. Over 3,000 people have been displaced due to attacks in the area.",2,1618491650,"SDN",2021-01-24
"639",7969557,729,"SUD14709",14709,"24 January 2021",2021,2,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Fur Ethnic Group (Sudan)",7,47,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Katur",13.1449,24.686,2,"Radio Dabanga","National","Around 24 January 2021, Arab-identified pastoralists attacked ethnic Fur civilians in Rogola and Hillet El Faki in Tawilla locality (North Darfur state) [coded to Katur]. It is not clear how many were killed in the attack, though 11 people were killed (including 6 in Faluja) and dozens injured and missing in a series of attacks in the area (5 fatalities distributed across 3 events). Over 3,000 people have been displaced due to attacks in the area.",1,1620691969,"SDN",2021-01-24
"640",7585813,729,"SUD14710",14710,"24 January 2021",2021,1,"Battles","Armed clash","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,24,"Northern Africa","Sudan","South Darfur","Sharg Aj Jabal",NA,"Kebe",13.0816,24.6988,1,"Radio Dabanga","National","On 24 January 2021, SLM/A Nur rebels clashed with armed pastoralists at Kebe in Sharg Jabel Marra locality (South Darfur state). Three rebels were killed between this clash and another in Deribat (fatalities distributed across two events); it is not specified whether there casualties or fatalities on the side of pastoralist militia. Over 3,000 people have been displaced due to attacks in the area.",1,1618491650,"SDN",2021-01-24
"641",7722061,729,"SUD14715",14715,"24 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,1,"Radio Dabanga; Al Taghyeer (Sudan)","National","On 24 January 2021, demonstrators gathered in Port Sudan (Port Sudan, Red Sea state), to denounce increases in the price of fuel and bread. The demonstrators were reported to have called for the transitional government to step down, and expressed concern over the deterioration of the security situation in West Darfur. [size=no report]",0,1614639423,"SDN",2021-01-24
"642",7723105,729,"SUD14718",14718,"24 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Radio Dabanga","National","On 24 January 2021, demonstrators gathered in Wad Medani (Wad Medani, El Gazira state), to denounce increases in the price of fuel and bread. [size=no report]",0,1618491655,"SDN",2021-01-24
"643",7585395,729,"SUD14705",14705,"24 January 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)","Rizeigat Ethnic Group (Sudan)",5,NA,NA,0,50,"Northern Africa","Sudan","West Darfur","Ag Geneina",NA,"El Geneina",13.4413,22.4454,1,"Radio Dabanga; Darfur 24","National","On 24 January 2021, a large gathering of Arab demonstrators (presumed to be predominantly Rizeigat) began a sit-in demonstration in El Geneina (West Darfur state), which included barricading roads into the city. The sit-in demonstration has lasted at least six days. The demonstrators are calling for the resignation of the governor of the state; the return of displaced peoples to their home areas; and for an inquiry into the causes of recent violence into the city. [size=large]",0,1618491660,"SDN",2021-01-24
